Corner,VDD,VSS,cap_scs,mos_scs,res_scs,temperature,DCGain,GBW,PM,Zin_val,Zout_val,ICMR_Max,ICMR_Min,Out_Swing_Max,Out_Swing_Min,PSRR_VDD_1MHz,PSRR_VSS_1MHz,Vout_Sin_Max,Vout_Sin_Min,Iout_Sin_Max,Iout_Sin_Min
PVT_1094,2.5,-2.5,wp,wo,ws,85,32.71,6075000,72.33,11220000,5.26,2.017,-2.02,2.294,-2.02,5.501e-05,0.0001304,1.476,-1.514,0.03028,-0.02952
PVT_1095,2.75,-2.5,wp,wo,ws,25,30.39,5840000,77.18,9332000,4.105,2.244,-2.195,2.549,-2.195,5.207e-05,0.0001451,pending,pending,pending,pending
PVT_1096,2.75,-2.5,wp,wo,ws,-25,29.88,6236000,77.82,8094000,3.429,2.268,-2.252,2.566,-2.252,4.104e-05,0.0001402,pending,pending,pending,pending
PVT_1097,2.75,-2.5,wp,wo,ws,85,30.92,5524000,76.04,10560000,4.883,2.222,-2.124,2.531,-2.124,6.046e-05,0.0001472,1.477,-1.515,0.03031,-0.02954
PVT_1098,2.25,-2.75,wp,wo,ws,25,34.82,8464000,69.58,10120000,4.439,1.809,-2.235,2.061,-2.235,3.351e-05,9.723e-05,1.475,-1.513,0.03027,-0.0295
PVT_1099,2.25,-2.75,wp,wo,ws,-25,35.9,10540000,69.1,9031000,3.716,1.828,-2.34,2.077,-2.34,2.115e-05,8.071e-05,1.478,-1.512,0.03024,-0.02955
PVT_1100,2.25,-2.75,wp,wo,ws,85,33.58,6708000,70.48,11150000,5.264,1.791,-2.112,2.044,-2.112,4.856e-05,0.0001159,1.471,-1.514,0.03028,-0.02943
PVT_1101,2.5,-2.75,wp,wo,ws,25,33.56,8039000,72.46,9534000,4.109,2.02,-2.369,2.298,-2.369,3.513e-05,0.0001035,1.477,-1.514,0.03028,-0.02955
PVT_1102,2.5,-2.75,wp,wo,ws,-25,33.45,8941000,73.26,8300000,3.432,2.041,-2.445,2.316,-2.445,2.476e-05,9.564e-05,pending,pending,pending,pending
PVT_1103,2.5,-2.75,wp,wo,ws,85,33.19,6927000,71.86,10680000,4.887,2.001,-2.269,2.281,-2.269,4.703e-05,0.0001147,1.475,-1.515,0.0303,-0.0295
PVT_1104,2.75,-2.75,wp,wo,ws,25,30.47,6356000,77.12,8779000,3.829,2.226,-2.441,2.535,-2.441,4.413e-05,0.000133,pending,pending,pending,pending
PVT_1105,2.75,-2.75,wp,wo,ws,-25,29.85,6772000,78.36,7568000,3.194,2.25,-2.499,2.553,-2.499,3.305e-05,0.00013,pending,pending,pending,pending
PVT_1106,2.75,-2.75,wp,wo,ws,85,31.22,6145000,75.85,10040000,4.564,2.205,-2.366,2.518,-2.366,5.276e-05,0.0001321,pending,pending,pending,pending
PVT_1107,2.25,-2.25,ws,wo,ws,25,33.48,6100000,70.46,11440000,5.293,1.839,-1.709,2.085,-1.709,5.224e-05,0.0001336,1.477,-1.497,0.02995,-0.02954
PVT_1108,2.25,-2.25,ws,wo,ws,-25,34.91,7873000,68.87,10390000,4.461,1.859,-1.797,2.101,-1.797,3.598e-05,0.0001077,1.48,-1.501,0.03002,-0.0296
PVT_1109,2.25,-2.25,ws,wo,ws,85,32.1,4824000,71.66,12390000,6.226,1.82,-1.617,2.068,-1.617,6.986e-05,0.0001609,1.474,-1.484,0.02969,-0.02947
PVT_1110,2.5,-2.25,ws,wo,ws,25,32.97,6323000,72.23,10810000,4.82,2.052,-1.863,2.323,-1.863,5.052e-05,0.0001313,1.479,-1.505,0.0301,-0.02959
PVT_1111,2.5,-2.25,ws,wo,ws,-25,33.6,7575000,71.95,9651000,4.046,2.074,-1.936,2.34,-1.936,3.739e-05,0.0001133,1.482,-1.505,0.0301,-0.02963
PVT_1112,2.5,-2.25,ws,wo,ws,85,32.1,5189000,72.82,11840000,5.697,2.031,-1.777,2.306,-1.777,6.449e-05,0.0001517,1.477,-1.502,0.03003,-0.02954
PVT_1113,2.75,-2.25,ws,wo,ws,25,30.23,5266000,77.3,9974000,4.429,2.26,-1.952,2.561,-1.952,6.058e-05,0.0001611,1.48,-1.508,0.03017,-0.02961
PVT_1114,2.75,-2.25,ws,wo,ws,-25,29.92,5693000,77.86,8728000,3.707,2.284,-2.006,2.578,-2.006,4.945e-05,0.0001527,1.482,-1.507,0.03015,-0.02965
PVT_1115,2.75,-2.25,ws,wo,ws,85,30.5,4841000,76.3,11160000,5.254,2.238,-1.886,2.544,-1.886,6.927e-05,0.0001674,1.478,-1.507,0.03015,-0.02956
PVT_1116,2.25,-2.5,ws,wo,ws,25,34.23,7280000,69.51,10750000,4.825,1.825,-1.969,2.073,-1.969,4.182e-05,0.0001126,1.476,-1.513,0.03026,-0.02952
PVT_1117,2.25,-2.5,ws,wo,ws,-25,35.52,9265000,68.98,9678000,4.051,1.845,-2.068,2.09,-2.068,2.759e-05,9.181e-05,1.479,-1.513,0.03026,-0.02958
PVT_1118,2.25,-2.5,ws,wo,ws,85,32.9,5717000,71.14,11740000,5.702,1.806,-1.86,2.056,-1.86,5.805e-05,0.0001352,1.473,-1.511,0.03022,-0.02945
PVT_1119,2.5,-2.5,ws,wo,ws,25,33.36,7233000,71.93,10150000,4.433,2.037,-2.115,2.311,-2.115,4.208e-05,0.0001151,1.478,-1.514,0.03028,-0.02957
PVT_1120,2.5,-2.5,ws,wo,ws,-25,33.63,8349000,72.57,8946000,3.711,2.059,-2.19,2.328,-2.19,3.045e-05,0.0001026,1.481,-1.513,0.03026,-0.02961
PVT_1121,2.5,-2.5,ws,wo,ws,85,32.71,6056000,72.36,11240000,5.258,2.017,-2.02,2.294,-2.02,5.49e-05,0.0001305,1.476,-1.514,0.03028,-0.02952
PVT_1122,2.75,-2.5,ws,wo,ws,25,30.39,5827000,77.2,9348000,4.104,2.244,-2.195,2.549,-2.195,5.193e-05,0.0001453,1.479,-1.515,0.0303,-0.02959
PVT_1123,2.75,-2.5,ws,wo,ws,-25,29.88,6221000,77.85,8109000,3.428,2.268,-2.252,2.566,-2.252,4.09e-05,0.0001404,pending,pending,pending,pending
PVT_1124,2.75,-2.5,ws,wo,ws,85,30.92,5510000,76.06,10580000,4.882,2.222,-2.124,2.531,-2.124,6.032e-05,0.0001474,pending,pending,pending,pending
PVT_1125,2.25,-2.75,ws,wo,ws,25,34.82,8439000,69.6,10140000,4.438,1.809,-2.235,2.061,-2.235,3.343e-05,9.737e-05,1.475,-1.513,0.03027,-0.0295
PVT_1126,2.25,-2.75,ws,wo,ws,-25,35.9,10510000,69.13,9050000,3.715,1.828,-2.34,2.077,-2.34,2.108e-05,8.083e-05,1.478,-1.512,0.03024,-0.02955
PVT_1127,2.25,-2.75,ws,wo,ws,85,33.58,6687000,70.51,11170000,5.263,1.791,-2.112,2.044,-2.112,4.846e-05,0.0001161,1.471,-1.514,0.03028,-0.02943
PVT_1128,2.5,-2.75,ws,wo,ws,25,33.56,8018000,72.48,9552000,4.108,2.02,-2.369,2.298,-2.369,3.503e-05,0.0001037,1.477,-1.514,0.03028,-0.02955
PVT_1129,2.5,-2.75,ws,wo,ws,-25,33.45,8919000,73.28,8317000,3.432,2.041,-2.445,2.316,-2.445,2.468e-05,9.577e-05,pending,pending,pending,pending
PVT_1130,2.5,-2.75,ws,wo,ws,85,33.19,6908000,71.89,10700000,4.886,2.001,-2.269,2.281,-2.269,4.692e-05,0.0001148,1.475,-1.515,0.0303,-0.0295
PVT_1131,2.75,-2.75,ws,wo,ws,25,30.47,6342000,77.14,8795000,3.828,2.226,-2.441,2.535,-2.441,4.4e-05,0.0001332,pending,pending,pending,pending
PVT_1132,2.75,-2.75,ws,wo,ws,-25,29.85,6757000,78.37,7581000,3.193,2.25,-2.499,2.553,-2.499,3.293e-05,0.0001302,pending,pending,pending,pending
PVT_1133,2.75,-2.75,ws,wo,ws,85,31.22,6130000,75.88,10060000,4.562,2.205,-2.366,2.518,-2.366,5.262e-05,0.0001323,pending,pending,pending,pending
PVT_1134,2.25,-2.25,tm,wz,ws,25,30.71,5795000,75.87,9487000,4.606,1.93,-1.93,2.106,-1.93,2.26e-05,0.0001526,1.48,-1.486,0.02972,-0.0296
PVT_1135,2.25,-2.25,tm,wz,ws,-25,30.96,6654000,75.27,8259000,3.866,1.951,-1.982,2.12,-1.982,1.587e-05,0.000135,1.482,-1.473,0.02946,-0.02965
PVT_1136,2.25,-2.25,tm,wz,ws,85,30.39,5005000,75.89,10710000,5.457,1.911,-1.866,2.091,-1.866,3.304e-05,0.0001715,1.478,-1.492,0.02984,-0.02955
PVT_1137,2.5,-2.25,tm,wz,ws,25,27.07,4360000,81.62,8627000,4.221,2.148,-1.99,2.345,-1.99,2.991e-05,0.000203,1.481,-1.49,0.02981,-0.02963
PVT_1138,2.5,-2.25,tm,wz,ws,-25,27.1,4927000,81.73,7455000,3.532,2.17,-2.033,2.36,-2.033,2.166e-05,0.0001847,1.483,-1.477,0.02954,-0.02967
PVT_1139,2.5,-2.25,tm,wz,ws,85,27.19,3956000,81.29,9870000,5.019,2.126,-1.939,2.33,-1.939,4.157e-05,0.0002186,1.479,-1.497,0.02994,-0.02959
PVT_1140,2.75,-2.25,tm,wz,ws,25,24.81,3750000,85.32,8018000,3.9,2.356,-2.027,2.584,-2.027,3.509e-05,0.0002389,1.482,-1.494,0.02987,-0.02964
PVT_1141,2.75,-2.25,tm,wz,ws,-25,24.91,4212000,85.48,6923000,3.256,2.38,-2.064,2.599,-2.064,2.539e-05,0.0002168,1.484,-1.48,0.0296,-0.02967
PVT_1142,2.75,-2.25,tm,wz,ws,85,24.81,3334000,85.21,9199000,4.65,2.333,-1.983,2.568,-1.983,4.915e-05,0.0002603,1.48,-1.5,0.03001,-0.0296
PVT_1143,2.25,-2.5,tm,wz,ws,25,30.52,6264000,76.38,8766000,4.224,1.915,-2.181,2.095,-2.181,1.793e-05,0.0001407,1.479,-1.514,0.03027,-0.02958
PVT_1144,2.25,-2.5,tm,wz,ws,-25,30.46,7072000,76.52,7555000,3.535,1.936,-2.235,2.11,-2.235,1.264e-05,0.0001284,1.481,-1.513,0.03026,-0.02963
PVT_1145,2.25,-2.5,tm,wz,ws,85,30.59,5631000,76.19,10040000,5.023,1.896,-2.114,2.08,-2.114,2.625e-05,0.0001523,1.477,-1.514,0.03028,-0.02953
PVT_1146,2.5,-2.5,tm,wz,ws,25,27.09,4826000,81.89,8023000,3.903,2.132,-2.235,2.334,-2.235,2.349e-05,0.0001852,1.48,-1.514,0.03029,-0.02961
PVT_1147,2.5,-2.5,tm,wz,ws,-25,27.02,5356000,82.02,6901000,3.259,2.155,-2.28,2.349,-2.28,1.674e-05,0.0001704,1.482,-1.513,0.03027,-0.02965
PVT_1148,2.5,-2.5,tm,wz,ws,85,27.35,4391000,81.31,9254000,4.653,2.111,-2.18,2.319,-2.18,3.344e-05,0.0001964,1.478,-1.515,0.0303,-0.02957
PVT_1149,2.75,-2.5,tm,wz,ws,25,25.1,4218000,85.08,7510000,3.631,2.34,-2.269,2.572,-2.269,2.695e-05,0.0002132,pending,pending,pending,pending
PVT_1150,2.75,-2.5,tm,wz,ws,-25,25.15,4695000,85.43,6467000,3.027,2.365,-2.308,2.588,-2.308,1.909e-05,0.0001947,pending,pending,pending,pending
PVT_1151,2.75,-2.5,tm,wz,ws,85,25.17,3804000,84.65,8665000,4.337,2.317,-2.222,2.557,-2.222,3.894e-05,0.0002305,1.479,-1.516,0.03032,-0.02958
PVT_1152,2.25,-2.75,tm,wz,ws,25,30.14,6652000,77.27,8135000,3.906,1.899,-2.433,2.083,-2.433,1.44e-05,0.0001336,pending,pending,pending,pending
PVT_1153,2.25,-2.75,tm,wz,ws,-25,29.89,7314000,77.72,6965000,3.262,1.92,-2.488,2.099,-2.488,1.015e-05,0.0001246,1.48,-1.512,0.03024,-0.02961
PVT_1154,2.25,-2.75,tm,wz,ws,85,30.55,6111000,76.63,9421000,4.656,1.88,-2.364,2.068,-2.364,2.108e-05,0.0001399,1.475,-1.515,0.03029,-0.02951
PVT_1155,2.5,-2.75,tm,wz,ws,25,27.07,5243000,82.12,7511000,3.634,2.115,-2.48,2.322,-2.48,1.835e-05,0.0001711,1.479,-1.514,0.03029,-0.02959
PVT_1156,2.5,-2.75,tm,wz,ws,-25,26.96,5764000,82.22,6445000,3.03,2.138,-2.527,2.338,-2.527,1.288e-05,0.0001585,1.481,-1.513,0.03025,-0.02963
PVT_1157,2.5,-2.75,tm,wz,ws,85,27.42,4840000,81.54,8714000,4.34,2.094,-2.423,2.306,-2.423,2.675e-05,0.0001798,1.477,-1.515,0.03031,-0.02954
PVT_1158,2.75,-2.75,tm,wz,ws,25,25.41,4696000,85.02,7084000,3.4,2.322,-2.512,2.56,-2.512,2.05e-05,0.0001918,pending,pending,pending,pending
PVT_1159,2.75,-2.75,tm,wz,ws,-25,25.44,5220000,85.25,6093000,2.833,2.348,-2.553,2.577,-2.553,1.426e-05,0.0001757,pending,pending,pending,pending
PVT_1160,2.75,-2.75,tm,wz,ws,85,25.5,4268000,84.41,8205000,4.066,2.3,-2.462,2.544,-2.462,3.048e-05,0.0002064,pending,pending,pending,pending
PVT_1161,2.25,-2.25,wp,wz,ws,25,30.71,5802000,75.86,9479000,4.606,1.93,-1.93,2.106,-1.93,2.263e-05,0.0001525,1.48,-1.486,0.02972,-0.0296
PVT_1162,2.25,-2.25,wp,wz,ws,-25,30.96,6662000,75.26,8251000,3.866,1.951,-1.982,2.12,-1.982,1.59e-05,0.0001349,1.482,-1.473,0.02946,-0.02965
PVT_1163,2.25,-2.25,wp,wz,ws,85,30.39,5011000,75.88,10700000,5.458,1.911,-1.866,2.091,-1.866,3.308e-05,0.0001714,1.478,-1.492,0.02984,-0.02955
PVT_1164,2.5,-2.25,wp,wz,ws,25,27.07,4365000,81.61,8620000,4.221,2.148,-1.99,2.345,-1.99,2.995e-05,0.0002028,1.481,-1.491,0.02981,-0.02963
PVT_1165,2.5,-2.25,wp,wz,ws,-25,27.1,4932000,81.72,7449000,3.532,2.17,-2.033,2.36,-2.033,2.17e-05,0.0001845,1.483,-1.477,0.02954,-0.02967
PVT_1166,2.5,-2.25,wp,wz,ws,85,27.19,3961000,81.28,9862000,5.019,2.126,-1.939,2.33,-1.939,4.163e-05,0.0002184,1.479,-1.497,0.02995,-0.02959
PVT_1167,2.75,-2.25,wp,wz,ws,25,24.81,3754000,85.31,8012000,3.9,2.356,-2.027,2.584,-2.027,3.515e-05,0.0002387,1.482,-1.494,0.02987,-0.02964
PVT_1168,2.75,-2.25,wp,wz,ws,-25,24.91,4216000,85.48,6917000,3.256,2.38,-2.064,2.599,-2.064,2.544e-05,0.0002166,1.484,-1.48,0.02961,-0.02967
PVT_1169,2.75,-2.25,wp,wz,ws,85,24.81,3338000,85.2,9192000,4.65,2.333,-1.983,2.568,-1.983,4.922e-05,0.0002601,1.48,-1.501,0.03001,-0.0296
PVT_1170,2.25,-2.5,wp,wz,ws,25,30.52,6272000,76.37,8758000,4.225,1.915,-2.181,2.095,-2.181,1.796e-05,0.0001406,1.479,-1.514,0.03027,-0.02958
PVT_1171,2.25,-2.5,wp,wz,ws,-25,30.46,7081000,76.51,7548000,3.536,1.936,-2.235,2.11,-2.235,1.266e-05,0.0001283,1.481,-1.513,0.03026,-0.02963
PVT_1172,2.25,-2.5,wp,wz,ws,85,30.59,5638000,76.18,10030000,5.023,1.896,-2.114,2.08,-2.114,2.629e-05,0.0001522,1.477,-1.514,0.03028,-0.02953
PVT_1173,2.5,-2.5,wp,wz,ws,25,27.09,4832000,81.89,8016000,3.903,2.132,-2.235,2.334,-2.235,2.353e-05,0.0001851,1.48,-1.514,0.03029,-0.02961
PVT_1174,2.5,-2.5,wp,wz,ws,-25,27.02,5361000,82.01,6895000,3.259,2.155,-2.28,2.349,-2.28,1.677e-05,0.0001703,1.482,-1.513,0.03027,-0.02965
PVT_1175,2.5,-2.5,wp,wz,ws,85,27.35,4396000,81.3,9247000,4.654,2.111,-2.18,2.319,-2.18,3.349e-05,0.0001963,1.478,-1.515,0.0303,-0.02957
PVT_1176,2.75,-2.5,wp,wz,ws,25,25.1,4222000,85.08,7504000,3.632,2.34,-2.269,2.572,-2.269,2.701e-05,0.0002131,1.481,-1.515,0.0303,-0.02962
PVT_1177,2.75,-2.5,wp,wz,ws,-25,25.15,4699000,85.43,6462000,3.028,2.365,-2.308,2.588,-2.308,1.913e-05,0.0001946,1.483,-1.514,0.03028,-0.02966
PVT_1178,2.75,-2.5,wp,wz,ws,85,25.17,3809000,84.64,8659000,4.338,2.317,-2.222,2.557,-2.222,3.901e-05,0.0002303,1.479,-1.516,0.03032,-0.02958
PVT_1179,2.25,-2.75,wp,wz,ws,25,30.14,6661000,77.27,8127000,3.907,1.899,-2.433,2.083,-2.433,1.443e-05,0.0001335,1.478,-1.514,0.03027,-0.02956
PVT_1180,2.25,-2.75,wp,wz,ws,-25,29.89,7323000,77.71,6959000,3.262,1.92,-2.488,2.099,-2.488,1.017e-05,0.0001245,1.48,-1.512,0.03024,-0.02961
PVT_1181,2.25,-2.75,wp,wz,ws,85,30.55,6119000,76.61,9412000,4.657,1.88,-2.364,2.068,-2.364,2.111e-05,0.0001398,1.475,-1.515,0.03029,-0.02951
PVT_1182,2.5,-2.75,wp,wz,ws,25,27.07,5249000,82.12,7504000,3.634,2.115,-2.48,2.322,-2.48,1.839e-05,0.000171,1.479,-1.514,0.03029,-0.02959
PVT_1183,2.5,-2.75,wp,wz,ws,-25,26.96,5770000,82.21,6440000,3.03,2.138,-2.527,2.338,-2.527,1.291e-05,0.0001584,1.481,-1.513,0.03025,-0.02963
PVT_1184,2.5,-2.75,wp,wz,ws,85,27.42,4846000,81.54,8707000,4.34,2.094,-2.423,2.306,-2.423,2.68e-05,0.0001797,1.477,-1.515,0.03031,-0.02954
PVT_1185,2.75,-2.75,wp,wz,ws,25,25.41,4701000,85.02,7078000,3.401,2.322,-2.512,2.56,-2.512,2.054e-05,0.0001916,pending,pending,pending,pending
PVT_1186,2.75,-2.75,wp,wz,ws,-25,25.44,5226000,85.24,6088000,2.833,2.348,-2.553,2.577,-2.553,1.429e-05,0.0001756,pending,pending,pending,pending
PVT_1187,2.75,-2.75,wp,wz,ws,85,25.5,4272000,84.41,8198000,4.067,2.3,-2.462,2.544,-2.462,3.053e-05,0.0002062,pending,pending,pending,pending
PVT_1188,2.25,-2.25,ws,wz,ws,25,30.71,5788000,75.88,9496000,4.605,1.93,-1.93,2.106,-1.93,2.257e-05,0.0001527,1.48,-1.486,0.02972,-0.0296
PVT_1189,2.25,-2.25,ws,wz,ws,-25,30.96,6646000,75.28,8267000,3.865,1.951,-1.982,2.12,-1.982,1.584e-05,0.0001351,1.482,-1.473,0.02945,-0.02965
PVT_1190,2.25,-2.25,ws,wz,ws,85,30.39,4998000,75.9,10720000,5.456,1.911,-1.866,2.091,-1.866,3.3e-05,0.0001717,1.478,-1.492,0.02983,-0.02955
PVT_1191,2.5,-2.25,ws,wz,ws,25,27.07,4354000,81.62,8634000,4.22,2.148,-1.99,2.345,-1.99,2.986e-05,0.0002031,1.481,-1.49,0.02981,-0.02963
PVT_1192,2.5,-2.25,ws,wz,ws,-25,27.1,4921000,81.73,7461000,3.531,2.17,-2.033,2.36,-2.033,2.162e-05,0.0001848,1.483,-1.477,0.02954,-0.02967
PVT_1193,2.5,-2.25,ws,wz,ws,85,27.19,3952000,81.31,9878000,5.018,2.126,-1.939,2.33,-1.939,4.152e-05,0.0002187,1.479,-1.497,0.02994,-0.02959
PVT_1194,2.75,-2.25,ws,wz,ws,25,24.81,3746000,85.33,8024000,3.899,2.356,-2.027,2.584,-2.027,3.503e-05,0.0002391,1.482,-1.493,0.02987,-0.02964
PVT_1195,2.75,-2.25,ws,wz,ws,-25,24.91,4208000,85.48,6928000,3.255,2.38,-2.064,2.599,-2.064,2.534e-05,0.0002169,1.484,-1.48,0.0296,-0.02967
PVT_1196,2.75,-2.25,ws,wz,ws,85,24.81,3330000,85.21,9206000,4.649,2.333,-1.983,2.568,-1.983,4.908e-05,0.0002605,1.48,-1.5,0.03001,-0.0296
PVT_1197,2.25,-2.5,ws,wz,ws,25,30.52,6257000,76.39,8775000,4.224,1.915,-2.181,2.095,-2.181,1.79e-05,0.0001408,1.479,-1.514,0.03027,-0.02958
PVT_1198,2.25,-2.5,ws,wz,ws,-25,30.46,7063000,76.53,7562000,3.535,1.936,-2.235,2.11,-2.235,1.261e-05,0.0001285,1.481,-1.513,0.03026,-0.02963
PVT_1199,2.25,-2.5,ws,wz,ws,85,30.59,5624000,76.2,10050000,5.022,1.896,-2.114,2.08,-2.114,2.622e-05,0.0001524,1.477,-1.514,0.03028,-0.02953
PVT_1200,2.5,-2.5,ws,wz,ws,25,27.09,4821000,81.9,8029000,3.902,2.132,-2.235,2.334,-2.235,2.345e-05,0.0001854,1.48,-1.514,0.03029,-0.02961
PVT_1201,2.5,-2.5,ws,wz,ws,-25,27.02,5350000,82.03,6907000,3.259,2.155,-2.28,2.349,-2.28,1.67e-05,0.0001705,1.482,-1.513,0.03027,-0.02965
PVT_1202,2.5,-2.5,ws,wz,ws,85,27.35,4386000,81.31,9262000,4.652,2.111,-2.18,2.319,-2.18,3.338e-05,0.0001966,1.478,-1.515,0.0303,-0.02957
PVT_1203,2.75,-2.5,ws,wz,ws,25,25.1,4214000,85.08,7517000,3.631,2.34,-2.269,2.572,-2.269,2.69e-05,0.0002134,1.481,-1.515,0.0303,-0.02962
PVT_1204,2.75,-2.5,ws,wz,ws,-25,25.15,4690000,85.44,6473000,3.027,2.365,-2.308,2.588,-2.308,1.905e-05,0.0001948,pending,pending,pending,pending
PVT_1205,2.75,-2.5,ws,wz,ws,85,25.17,3800000,84.66,8672000,4.337,2.317,-2.222,2.557,-2.222,3.888e-05,0.0002307,1.479,-1.516,0.03032,-0.02958
PVT_1206,2.25,-2.75,ws,wz,ws,25,30.14,6643000,77.28,8142000,3.906,1.899,-2.433,2.083,-2.433,1.437e-05,0.0001337,1.478,-1.514,0.03027,-0.02956
PVT_1207,2.25,-2.75,ws,wz,ws,-25,29.89,7306000,77.72,6972000,3.262,1.92,-2.488,2.099,-2.488,1.013e-05,0.0001247,1.48,-1.512,0.03024,-0.02961
PVT_1208,2.25,-2.75,ws,wz,ws,85,30.55,6103000,76.64,9430000,4.655,1.88,-2.364,2.068,-2.364,2.104e-05,0.00014,1.475,-1.515,0.03029,-0.02951
PVT_1209,2.5,-2.75,ws,wz,ws,25,27.07,5238000,82.13,7517000,3.633,2.115,-2.48,2.322,-2.48,1.831e-05,0.0001713,1.479,-1.514,0.03029,-0.02959
PVT_1210,2.5,-2.75,ws,wz,ws,-25,26.96,5758000,82.23,6451000,3.029,2.138,-2.527,2.338,-2.527,1.285e-05,0.0001586,1.481,-1.513,0.03025,-0.02963
PVT_1211,2.5,-2.75,ws,wz,ws,85,27.42,4834000,81.55,8722000,4.339,2.094,-2.423,2.306,-2.423,2.67e-05,0.0001799,1.477,-1.515,0.03031,-0.02954
PVT_1212,2.75,-2.75,ws,wz,ws,25,25.41,4692000,85.03,7090000,3.4,2.322,-2.512,2.56,-2.512,2.045e-05,0.0001919,pending,pending,pending,pending
PVT_1213,2.75,-2.75,ws,wz,ws,-25,25.44,5214000,85.25,6098000,2.832,2.348,-2.553,2.577,-2.553,1.422e-05,0.0001758,pending,pending,pending,pending
PVT_1214,2.75,-2.75,ws,wz,ws,85,25.5,4263000,84.41,8212000,4.066,2.3,-2.462,2.544,-2.462,3.042e-05,0.0002065,pending,pending,pending,pending
