Corner,VDD,VSS,cap_scs,mos_scs,res_scs,temperature,DCGain,GBW,PM,Zin_val,Zout_val,ICMR_Max,ICMR_Min,Out_Swing_Max,Out_Swing_Min,PSRR_VDD_1MHz,PSRR_VSS_1MHz,Vout_Sin_Max,Vout_Sin_Min,Iout_Sin_Max,Iout_Sin_Min
PVT_370,2.25,-2.75,wp,wz,tm,-25,29.89,7323000,77.71,6959000,3.262,1.92,-2.488,2.099,-2.488,1.017e-05,0.0001245,1.48,-1.512,0.03024,-0.02961
PVT_371,2.25,-2.75,wp,wz,tm,85,30.55,6119000,76.61,9412000,4.657,1.88,-2.364,2.068,-2.364,2.111e-05,0.0001398,1.475,-1.515,0.03029,-0.02951
PVT_372,2.5,-2.75,wp,wz,tm,25,27.07,5249000,82.12,7504000,3.634,2.115,-2.48,2.322,-2.48,1.839e-05,0.000171,1.479,-1.514,0.03029,-0.02959
PVT_373,2.5,-2.75,wp,wz,tm,-25,26.96,5770000,82.21,6440000,3.03,2.138,-2.527,2.338,-2.527,1.291e-05,0.0001584,1.481,-1.513,0.03025,-0.02963
PVT_374,2.5,-2.75,wp,wz,tm,85,27.42,4846000,81.54,8707000,4.34,2.094,-2.423,2.306,-2.423,2.68e-05,0.0001797,1.477,-1.515,0.03031,-0.02954
PVT_375,2.75,-2.75,wp,wz,tm,25,25.41,4701000,85.02,7078000,3.401,2.322,-2.512,2.56,-2.512,2.054e-05,0.0001916,pending,pending,pending,pending
PVT_376,2.75,-2.75,wp,wz,tm,-25,25.44,5226000,85.24,6088000,2.833,2.348,-2.553,2.577,-2.553,1.429e-05,0.0001756,pending,pending,pending,pending
PVT_377,2.75,-2.75,wp,wz,tm,85,25.5,4272000,84.41,8198000,4.067,2.3,-2.462,2.544,-2.462,3.053e-05,0.0002062,pending,pending,pending,pending
PVT_378,2.25,-2.25,ws,wz,tm,25,30.71,5788000,75.88,9496000,4.605,1.93,-1.93,2.106,-1.93,2.257e-05,0.0001527,1.48,-1.486,0.02972,-0.0296
PVT_379,2.25,-2.25,ws,wz,tm,-25,30.96,6646000,75.28,8267000,3.865,1.951,-1.982,2.12,-1.982,1.584e-05,0.0001351,1.482,-1.473,0.02945,-0.02965
PVT_380,2.25,-2.25,ws,wz,tm,85,30.39,4998000,75.9,10720000,5.456,1.911,-1.866,2.091,-1.866,3.3e-05,0.0001717,1.478,-1.492,0.02983,-0.02955
PVT_381,2.5,-2.25,ws,wz,tm,25,27.07,4354000,81.62,8634000,4.22,2.148,-1.99,2.345,-1.99,2.986e-05,0.0002031,1.481,-1.49,0.02981,-0.02963
PVT_382,2.5,-2.25,ws,wz,tm,-25,27.1,4921000,81.73,7461000,3.531,2.17,-2.033,2.36,-2.033,2.162e-05,0.0001848,1.483,-1.477,0.02954,-0.02967
PVT_383,2.5,-2.25,ws,wz,tm,85,27.19,3952000,81.31,9878000,5.018,2.126,-1.939,2.33,-1.939,4.152e-05,0.0002187,1.479,-1.497,0.02994,-0.02959
PVT_384,2.75,-2.25,ws,wz,tm,25,24.81,3746000,85.33,8024000,3.899,2.356,-2.027,2.584,-2.027,3.503e-05,0.0002391,1.482,-1.493,0.02987,-0.02964
PVT_385,2.75,-2.25,ws,wz,tm,-25,24.91,4208000,85.48,6928000,3.255,2.38,-2.064,2.599,-2.064,2.534e-05,0.0002169,1.484,-1.48,0.0296,-0.02967
PVT_386,2.75,-2.25,ws,wz,tm,85,24.81,3330000,85.21,9206000,4.649,2.333,-1.983,2.568,-1.983,4.908e-05,0.0002605,1.48,-1.5,0.03001,-0.0296
PVT_387,2.25,-2.5,ws,wz,tm,25,30.52,6257000,76.39,8775000,4.224,1.915,-2.181,2.095,-2.181,1.79e-05,0.0001408,1.479,-1.514,0.03027,-0.02958
PVT_388,2.25,-2.5,ws,wz,tm,-25,30.46,7063000,76.53,7562000,3.535,1.936,-2.235,2.11,-2.235,1.261e-05,0.0001285,1.481,-1.513,0.03026,-0.02963
PVT_389,2.25,-2.5,ws,wz,tm,85,30.59,5624000,76.2,10050000,5.022,1.896,-2.114,2.08,-2.114,2.622e-05,0.0001524,1.477,-1.514,0.03028,-0.02953
PVT_390,2.5,-2.5,ws,wz,tm,25,27.09,4821000,81.9,8029000,3.902,2.132,-2.235,2.334,-2.235,2.345e-05,0.0001854,1.48,-1.514,0.03029,-0.02961
PVT_391,2.5,-2.5,ws,wz,tm,-25,27.02,5350000,82.03,6907000,3.259,2.155,-2.28,2.349,-2.28,1.67e-05,0.0001705,1.482,-1.513,0.03027,-0.02965
PVT_392,2.5,-2.5,ws,wz,tm,85,27.35,4386000,81.31,9262000,4.652,2.111,-2.18,2.319,-2.18,3.338e-05,0.0001966,1.478,-1.515,0.0303,-0.02957
PVT_393,2.75,-2.5,ws,wz,tm,25,25.1,4214000,85.08,7517000,3.631,2.34,-2.269,2.572,-2.269,2.69e-05,0.0002134,1.481,-1.515,0.0303,-0.02962
PVT_394,2.75,-2.5,ws,wz,tm,-25,25.15,4690000,85.44,6473000,3.027,2.365,-2.308,2.588,-2.308,1.905e-05,0.0001948,pending,pending,pending,pending
PVT_395,2.75,-2.5,ws,wz,tm,85,25.17,3800000,84.66,8672000,4.337,2.317,-2.222,2.557,-2.222,3.888e-05,0.0002307,1.479,-1.516,0.03032,-0.02958
PVT_396,2.25,-2.75,ws,wz,tm,25,30.14,6643000,77.28,8142000,3.906,1.899,-2.433,2.083,-2.433,1.437e-05,0.0001337,1.478,-1.514,0.03027,-0.02956
PVT_397,2.25,-2.75,ws,wz,tm,-25,29.89,7306000,77.72,6972000,3.262,1.92,-2.488,2.099,-2.488,1.013e-05,0.0001247,1.48,-1.512,0.03024,-0.02961
PVT_398,2.25,-2.75,ws,wz,tm,85,30.55,6103000,76.64,9430000,4.655,1.88,-2.364,2.068,-2.364,2.104e-05,0.00014,1.475,-1.515,0.03029,-0.02951
PVT_399,2.5,-2.75,ws,wz,tm,25,27.07,5238000,82.13,7517000,3.633,2.115,-2.48,2.322,-2.48,1.831e-05,0.0001713,1.479,-1.514,0.03029,-0.02959
PVT_400,2.5,-2.75,ws,wz,tm,-25,26.96,5758000,82.23,6451000,3.029,2.138,-2.527,2.338,-2.527,1.285e-05,0.0001586,1.481,-1.513,0.03025,-0.02963
PVT_401,2.5,-2.75,ws,wz,tm,85,27.42,4834000,81.55,8722000,4.339,2.094,-2.423,2.306,-2.423,2.67e-05,0.0001799,1.477,-1.515,0.03031,-0.02954
PVT_402,2.75,-2.75,ws,wz,tm,25,25.41,4692000,85.03,7090000,3.4,2.322,-2.512,2.56,-2.512,2.045e-05,0.0001919,pending,pending,pending,pending
PVT_403,2.75,-2.75,ws,wz,tm,-25,25.44,5214000,85.25,6098000,2.832,2.348,-2.553,2.577,-2.553,1.422e-05,0.0001758,pending,pending,pending,pending
PVT_404,2.75,-2.75,ws,wz,tm,85,25.5,4263000,84.41,8212000,4.066,2.3,-2.462,2.544,-2.462,3.042e-05,0.0002065,pending,pending,pending,pending
PVT_405,2.25,-2.25,tm,tm,wp,25,33.58,6814000,71.52,10490000,4.912,1.89,-1.844,2.097,-1.844,3.177e-05,0.000125,1.479,-1.495,0.0299,-0.02959
PVT_406,2.25,-2.25,tm,tm,wp,-25,34.66,8477000,71.08,9358000,4.128,1.911,-1.914,2.111,-1.914,2.026e-05,0.0001032,1.482,-1.491,0.02981,-0.02964
PVT_407,2.25,-2.25,tm,tm,wp,85,32.4,5441000,72.65,11570000,5.805,1.871,-1.761,2.081,-1.761,4.793e-05,0.0001492,1.476,-1.494,0.02987,-0.02952
PVT_408,2.5,-2.25,tm,tm,wp,25,30.89,5738000,76.58,9642000,4.488,2.106,-1.945,2.335,-1.945,3.765e-05,0.0001505,1.481,-1.5,0.03,-0.02962
PVT_409,2.5,-2.25,tm,tm,wp,-25,30.99,6453000,76.44,8411000,3.759,2.128,-1.998,2.351,-1.998,2.645e-05,0.0001363,1.483,-1.495,0.02989,-0.02966
PVT_410,2.5,-2.25,tm,tm,wp,85,30.8,5107000,76.16,10860000,5.326,2.084,-1.88,2.319,-1.88,5.124e-05,0.000163,1.478,-1.501,0.03003,-0.02957
PVT_411,2.75,-2.25,tm,tm,wp,25,27.49,4382000,81.79,8839000,4.137,2.314,-1.998,2.574,-1.998,4.903e-05,0.0001986,1.482,-1.503,0.03006,-0.02963
PVT_412,2.75,-2.25,tm,tm,wp,-25,27.58,4939000,82.11,7680000,3.455,2.338,-2.041,2.59,-2.041,3.477e-05,0.0001809,1.483,-1.497,0.02995,-0.02967
PVT_413,2.75,-2.25,tm,tm,wp,85,27.65,4046000,81.13,10050000,4.924,2.291,-1.946,2.557,-1.946,6.448e-05,0.0002098,1.479,-1.505,0.0301,-0.02959
PVT_414,2.25,-2.5,tm,tm,wp,25,33.92,7800000,71.77,9813000,4.493,1.875,-2.104,2.085,-2.104,2.452e-05,0.0001094,1.478,-1.513,0.03027,-0.02956
PVT_415,2.25,-2.5,tm,tm,wp,-25,34.62,9342000,71.78,8644000,3.763,1.896,-2.177,2.101,-2.177,1.542e-05,9.34e-05,1.481,-1.513,0.03025,-0.02962
PVT_416,2.25,-2.5,tm,tm,wp,85,33,6388000,72.26,10940000,5.331,1.856,-2.013,2.07,-2.013,3.848e-05,0.0001279,1.475,-1.513,0.03027,-0.0295
PVT_417,2.5,-2.5,tm,tm,wp,25,30.79,6217000,76.8,8982000,4.141,2.09,-2.192,2.324,-2.192,3.055e-05,0.0001385,1.48,-1.514,0.03028,-0.0296
PVT_418,2.5,-2.5,tm,tm,wp,-25,30.65,6879000,77.32,7769000,3.459,2.112,-2.247,2.34,-2.247,2.098e-05,0.0001286,1.482,-1.513,0.03026,-0.02964
PVT_419,2.5,-2.5,tm,tm,wp,85,31.03,5727000,76.2,10240000,4.928,2.069,-2.123,2.308,-2.123,4.282e-05,0.0001455,1.477,-1.515,0.03029,-0.02955
PVT_420,2.75,-2.5,tm,tm,wp,25,27.62,4868000,81.83,8282000,3.844,2.297,-2.24,2.562,-2.24,3.917e-05,0.00018,1.481,-1.515,0.0303,-0.02961
PVT_421,2.75,-2.5,tm,tm,wp,-25,27.63,5431000,82.12,7164000,3.205,2.322,-2.285,2.578,-2.285,2.673e-05,0.0001655,pending,pending,pending,pending
PVT_422,2.75,-2.5,tm,tm,wp,85,27.91,4508000,81.06,9492000,4.585,2.275,-2.184,2.545,-2.184,5.408e-05,0.0001879,pending,pending,pending,pending
PVT_423,2.25,-2.75,tm,tm,wp,25,33.99,8571000,72.48,9193000,4.144,1.859,-2.364,2.073,-2.364,1.91e-05,9.939e-05,1.477,-1.513,0.03027,-0.02954
PVT_424,2.25,-2.75,tm,tm,wp,-25,34.25,9851000,72.66,7997000,3.462,1.879,-2.437,2.089,-2.437,1.202e-05,8.83e-05,1.48,-1.512,0.03023,-0.02959
PVT_425,2.25,-2.75,tm,tm,wp,85,33.41,7262000,71.96,10370000,4.932,1.841,-2.269,2.057,-2.269,3.085e-05,0.0001127,1.474,-1.515,0.03029,-0.02948
PVT_426,2.5,-2.75,tm,tm,wp,25,30.58,6623000,77.38,8403000,3.847,2.072,-2.44,2.311,-2.44,2.465e-05,0.0001303,1.479,-1.514,0.03028,-0.02958
PVT_427,2.5,-2.75,tm,tm,wp,-25,30.3,7248000,78.16,7227000,3.208,2.095,-2.496,2.328,-2.496,1.652e-05,0.0001229,1.481,-1.512,0.03024,-0.02962
PVT_428,2.5,-2.75,tm,tm,wp,85,31.08,6239000,76.34,9680000,4.588,2.052,-2.369,2.295,-2.369,3.568e-05,0.0001333,1.476,-1.515,0.03031,-0.02952
PVT_429,2.75,-2.75,tm,tm,wp,25,27.76,5356000,81.81,7806000,3.593,2.279,-2.484,2.548,-2.484,3.073e-05,0.0001647,pending,pending,pending,pending
PVT_430,2.75,-2.75,tm,tm,wp,-25,27.74,5925000,82.03,6734000,2.992,2.304,-2.528,2.566,-2.531,2.024e-05,0.000152,pending,pending,pending,pending
PVT_431,2.75,-2.75,tm,tm,wp,85,28.1,4972000,81.07,8995000,4.293,2.258,-2.425,2.532,-2.425,4.471e-05,0.0001708,pending,pending,pending,pending
PVT_432,2.25,-2.25,wp,tm,wp,25,33.58,6824000,71.5,10480000,4.913,1.89,-1.844,2.097,-1.844,3.181e-05,0.0001249,1.479,-1.495,0.0299,-0.02959
PVT_433,2.25,-2.25,wp,tm,wp,-25,34.66,8489000,71.07,9349000,4.129,1.911,-1.914,2.111,-1.914,2.029e-05,0.0001031,1.482,-1.491,0.02982,-0.02964
PVT_434,2.25,-2.25,wp,tm,wp,85,32.4,5448000,72.64,11560000,5.806,1.871,-1.761,2.081,-1.761,4.798e-05,0.000149,1.476,-1.494,0.02988,-0.02952
PVT_435,2.5,-2.25,wp,tm,wp,25,30.89,5745000,76.57,9633000,4.489,2.106,-1.945,2.335,-1.945,3.77e-05,0.0001504,1.481,-1.5,0.03,-0.02962
PVT_436,2.5,-2.25,wp,tm,wp,-25,30.99,6461000,76.43,8403000,3.759,2.128,-1.998,2.351,-1.998,2.649e-05,0.0001362,1.483,-1.495,0.0299,-0.02966
PVT_437,2.5,-2.25,wp,tm,wp,85,30.8,5114000,76.15,10850000,5.327,2.084,-1.88,2.319,-1.88,5.129e-05,0.0001629,1.478,-1.501,0.03003,-0.02957
PVT_438,2.75,-2.25,wp,tm,wp,25,27.49,4387000,81.78,8832000,4.137,2.314,-1.998,2.574,-1.998,4.91e-05,0.0001985,1.482,-1.503,0.03006,-0.02963
PVT_439,2.75,-2.25,wp,tm,wp,-25,27.58,4945000,82.1,7674000,3.456,2.338,-2.041,2.59,-2.041,3.483e-05,0.0001808,pending,pending,pending,pending
PVT_440,2.75,-2.25,wp,tm,wp,85,27.65,4051000,81.12,10050000,4.924,2.291,-1.946,2.557,-1.946,6.456e-05,0.0002097,1.479,-1.505,0.0301,-0.02959
PVT_441,2.25,-2.5,wp,tm,wp,25,33.92,7811000,71.76,9803000,4.494,1.875,-2.104,2.085,-2.104,2.455e-05,0.0001094,1.478,-1.513,0.03027,-0.02956
PVT_442,2.25,-2.5,wp,tm,wp,-25,34.62,9354000,71.76,8635000,3.764,1.896,-2.177,2.101,-2.177,1.545e-05,9.334e-05,1.481,-1.513,0.03025,-0.02962
PVT_443,2.25,-2.5,wp,tm,wp,85,33,6398000,72.24,10930000,5.332,1.856,-2.013,2.07,-2.013,3.852e-05,0.0001278,1.475,-1.513,0.03027,-0.0295
PVT_444,2.5,-2.5,wp,tm,wp,25,30.79,6225000,76.79,8975000,4.141,2.09,-2.192,2.324,-2.192,3.06e-05,0.0001385,1.48,-1.514,0.03028,-0.0296
PVT_445,2.5,-2.5,wp,tm,wp,-25,30.65,6887000,77.31,7762000,3.459,2.112,-2.247,2.34,-2.247,2.102e-05,0.0001285,1.482,-1.513,0.03026,-0.02964
PVT_446,2.5,-2.5,wp,tm,wp,85,31.03,5734000,76.19,10230000,4.929,2.069,-2.123,2.308,-2.123,4.288e-05,0.0001454,1.477,-1.515,0.0303,-0.02955
PVT_447,2.75,-2.5,wp,tm,wp,25,27.62,4874000,81.82,8275000,3.844,2.297,-2.24,2.562,-2.24,3.924e-05,0.0001799,1.481,-1.515,0.0303,-0.02961
PVT_448,2.75,-2.5,wp,tm,wp,-25,27.63,5436000,82.11,7158000,3.205,2.322,-2.285,2.578,-2.285,2.679e-05,0.0001654,pending,pending,pending,pending
PVT_449,2.75,-2.5,wp,tm,wp,85,27.91,4513000,81.05,9484000,4.586,2.275,-2.184,2.545,-2.184,5.416e-05,0.0001878,pending,pending,pending,pending
PVT_450,2.25,-2.75,wp,tm,wp,25,33.99,8583000,72.47,9184000,4.145,1.859,-2.364,2.073,-2.364,1.913e-05,9.933e-05,1.477,-1.513,0.03027,-0.02954
PVT_451,2.25,-2.75,wp,tm,wp,-25,34.25,9866000,72.65,7989000,3.463,1.879,-2.437,2.089,-2.437,1.204e-05,8.824e-05,1.48,-1.512,0.03023,-0.02959
PVT_452,2.25,-2.75,wp,tm,wp,85,33.41,7273000,71.95,10360000,4.933,1.841,-2.269,2.057,-2.269,3.089e-05,0.0001126,1.474,-1.515,0.03029,-0.02948
PVT_453,2.5,-2.75,wp,tm,wp,25,30.58,6632000,77.37,8396000,3.847,2.072,-2.44,2.311,-2.44,2.469e-05,0.0001302,1.479,-1.514,0.03028,-0.02958
PVT_454,2.5,-2.75,wp,tm,wp,-25,30.3,7257000,78.15,7221000,3.208,2.095,-2.496,2.328,-2.496,1.656e-05,0.0001228,1.481,-1.512,0.03024,-0.02962
PVT_455,2.5,-2.75,wp,tm,wp,85,31.08,6247000,76.33,9671000,4.589,2.052,-2.369,2.295,-2.369,3.573e-05,0.0001332,1.476,-1.515,0.03031,-0.02952
PVT_456,2.75,-2.75,wp,tm,wp,25,27.76,5362000,81.81,7799000,3.593,2.279,-2.484,2.548,-2.484,3.079e-05,0.0001645,pending,pending,pending,pending
PVT_457,2.75,-2.75,wp,tm,wp,-25,27.74,5931000,82.02,6728000,2.993,2.304,-2.528,2.566,-2.531,2.028e-05,0.0001519,pending,pending,pending,pending
PVT_458,2.75,-2.75,wp,tm,wp,85,28.1,4979000,81.07,8988000,4.293,2.258,-2.425,2.532,-2.425,4.478e-05,0.0001707,pending,pending,pending,pending
PVT_459,2.25,-2.25,ws,tm,wp,25,33.58,6803000,71.54,10500000,4.912,1.89,-1.844,2.097,-1.844,3.173e-05,0.0001251,1.479,-1.495,0.0299,-0.02959
PVT_460,2.25,-2.25,ws,tm,wp,-25,34.66,8465000,71.09,9367000,4.127,1.911,-1.914,2.111,-1.914,2.023e-05,0.0001032,1.482,-1.491,0.02981,-0.02964
PVT_461,2.25,-2.25,ws,tm,wp,85,32.4,5434000,72.67,11580000,5.804,1.871,-1.761,2.081,-1.761,4.788e-05,0.0001493,1.476,-1.494,0.02987,-0.02952
PVT_462,2.5,-2.25,ws,tm,wp,25,30.89,5731000,76.6,9650000,4.488,2.106,-1.945,2.335,-1.945,3.76e-05,0.0001506,1.481,-1.5,0.03,-0.02962
PVT_463,2.5,-2.25,ws,tm,wp,-25,30.99,6446000,76.44,8418000,3.758,2.128,-1.998,2.351,-1.998,2.64e-05,0.0001364,1.483,-1.495,0.02989,-0.02966
PVT_464,2.5,-2.25,ws,tm,wp,85,30.8,5101000,76.17,10870000,5.325,2.084,-1.88,2.319,-1.88,5.118e-05,0.0001631,1.478,-1.501,0.03002,-0.02957
PVT_465,2.75,-2.25,ws,tm,wp,25,27.49,4378000,81.8,8846000,4.136,2.314,-1.998,2.574,-1.998,4.895e-05,0.0001988,1.482,-1.503,0.03006,-0.02963
PVT_466,2.75,-2.25,ws,tm,wp,-25,27.58,4934000,82.11,7686000,3.455,2.338,-2.041,2.59,-2.041,3.471e-05,0.000181,pending,pending,pending,pending
PVT_467,2.75,-2.25,ws,tm,wp,85,27.65,4042000,81.14,10060000,4.923,2.291,-1.946,2.557,-1.946,6.439e-05,0.00021,1.479,-1.505,0.0301,-0.02959
PVT_468,2.25,-2.5,ws,tm,wp,25,33.92,7789000,71.78,9822000,4.492,1.875,-2.104,2.085,-2.104,2.448e-05,0.0001095,1.478,-1.513,0.03027,-0.02956
PVT_469,2.25,-2.5,ws,tm,wp,-25,34.62,9329000,71.79,8653000,3.763,1.896,-2.177,2.101,-2.177,1.54e-05,9.347e-05,1.481,-1.513,0.03025,-0.02962
PVT_470,2.25,-2.5,ws,tm,wp,85,33,6378000,72.27,10950000,5.33,1.856,-2.013,2.07,-2.013,3.843e-05,0.000128,1.475,-1.513,0.03027,-0.0295
PVT_471,2.5,-2.5,ws,tm,wp,25,30.79,6210000,76.81,8990000,4.14,2.09,-2.192,2.324,-2.192,3.051e-05,0.0001386,1.48,-1.514,0.03028,-0.0296
PVT_472,2.5,-2.5,ws,tm,wp,-25,30.65,6870000,77.32,7776000,3.458,2.112,-2.247,2.34,-2.247,2.094e-05,0.0001287,1.482,-1.513,0.03026,-0.02964
PVT_473,2.5,-2.5,ws,tm,wp,85,31.03,5719000,76.21,10250000,4.927,2.069,-2.123,2.308,-2.123,4.277e-05,0.0001456,1.477,-1.515,0.03029,-0.02955
PVT_474,2.75,-2.5,ws,tm,wp,25,27.62,4862000,81.83,8289000,3.843,2.297,-2.24,2.562,-2.24,3.911e-05,0.0001802,pending,pending,pending,pending
PVT_475,2.75,-2.5,ws,tm,wp,-25,27.63,5425000,82.13,7170000,3.204,2.322,-2.285,2.578,-2.285,2.668e-05,0.0001656,pending,pending,pending,pending
PVT_476,2.75,-2.5,ws,tm,wp,85,27.91,4503000,81.07,9500000,4.584,2.275,-2.184,2.545,-2.184,5.401e-05,0.0001881,pending,pending,pending,pending
PVT_477,2.25,-2.75,ws,tm,wp,25,33.99,8559000,72.49,9202000,4.144,1.859,-2.364,2.073,-2.364,1.907e-05,9.946e-05,1.477,-1.513,0.03027,-0.02954
PVT_478,2.25,-2.75,ws,tm,wp,-25,34.25,9835000,72.67,8005000,3.462,1.879,-2.437,2.089,-2.437,1.199e-05,8.836e-05,1.48,-1.512,0.03023,-0.02959
PVT_479,2.25,-2.75,ws,tm,wp,85,33.41,7252000,71.97,10380000,4.931,1.841,-2.269,2.057,-2.269,3.081e-05,0.0001128,1.474,-1.515,0.03029,-0.02948
PVT_480,2.5,-2.75,ws,tm,wp,25,30.58,6615000,77.39,8411000,3.846,2.072,-2.44,2.311,-2.44,2.46e-05,0.0001304,1.479,-1.514,0.03028,-0.02958
PVT_481,2.5,-2.75,ws,tm,wp,-25,30.3,7240000,78.16,7234000,3.207,2.095,-2.496,2.328,-2.496,1.648e-05,0.000123,1.481,-1.512,0.03024,-0.02962
PVT_482,2.5,-2.75,ws,tm,wp,85,31.08,6232000,76.35,9688000,4.588,2.052,-2.369,2.295,-2.369,3.563e-05,0.0001334,1.476,-1.515,0.03031,-0.02952
PVT_483,2.75,-2.75,ws,tm,wp,25,27.76,5350000,81.82,7812000,3.592,2.279,-2.484,2.548,-2.484,3.067e-05,0.0001648,pending,pending,pending,pending
PVT_484,2.75,-2.75,ws,tm,wp,-25,27.74,5919000,82.04,6739000,2.992,2.304,-2.528,2.566,-2.531,2.019e-05,0.0001521,pending,pending,pending,pending
PVT_485,2.75,-2.75,ws,tm,wp,85,28.1,4966000,81.08,9003000,4.292,2.258,-2.425,2.532,-2.425,4.464e-05,0.0001709,pending,pending,pending,pending
PVT_486,2.25,-2.25,tm,wp,wp,25,29.26,5383000,78.31,9399000,4.329,1.888,-1.964,2.099,-1.964,2.063e-05,0.0001675,1.479,-1.508,0.03016,-0.02958
PVT_487,2.25,-2.25,tm,wp,wp,-25,29.16,6017000,78.02,8209000,3.651,1.907,-2.01,2.114,-2.01,1.507e-05,0.0001537,1.481,-1.507,0.03014,-0.02963
PVT_488,2.25,-2.25,tm,wp,wp,85,29.37,4891000,78.04,10580000,5.099,1.869,-1.909,2.084,-1.909,2.848e-05,0.0001803,1.477,-1.508,0.03016,-0.02954
PVT_489,2.5,-2.25,tm,wp,wp,25,25.91,4154000,83.36,8616000,3.971,2.103,-2.013,2.339,-2.013,2.695e-05,0.0002186,pending,pending,pending,pending
PVT_490,2.5,-2.25,tm,wp,wp,-25,25.83,4590000,83.69,7507000,3.339,2.125,-2.051,2.354,-2.051,1.983e-05,0.0002017,1.483,-1.509,0.03017,-0.02965
PVT_491,2.5,-2.25,tm,wp,wp,85,26.13,3786000,83.1,9766000,4.695,2.084,-1.968,2.323,-1.968,3.658e-05,0.0002327,1.479,-1.51,0.03021,-0.02958
PVT_492,2.75,-2.25,tm,wp,wp,25,24.06,3673000,86.57,8059000,3.672,2.311,-2.044,2.577,-2.044,3.06e-05,0.0002481,pending,pending,pending,pending
PVT_493,2.75,-2.25,tm,wp,wp,-25,24.06,4062000,86.79,7019000,3.08,2.335,-2.078,2.593,-2.078,2.242e-05,0.0002278,pending,pending,pending,pending
PVT_494,2.75,-2.25,tm,wp,wp,85,24.13,3328000,86.35,9152000,4.354,2.29,-2.005,2.562,-2.005,4.196e-05,0.0002676,pending,pending,pending,pending
PVT_495,2.25,-2.5,tm,wp,wp,25,28.96,5794000,78.87,8668000,3.974,1.872,-2.214,2.088,-2.214,1.67e-05,0.0001569,1.478,-1.513,0.03026,-0.02956
PVT_496,2.25,-2.5,tm,wp,wp,-25,28.67,6323000,78.9,7510000,3.342,1.892,-2.261,2.103,-2.261,1.216e-05,0.000147,1.48,-1.512,0.03025,-0.02961
PVT_497,2.25,-2.5,tm,wp,wp,85,29.37,5364000,78.43,9881000,4.698,1.854,-2.156,2.073,-2.156,2.315e-05,0.0001639,1.476,-1.514,0.03027,-0.02951
PVT_498,2.5,-2.5,tm,wp,wp,25,25.99,4584000,83.56,8015000,3.675,2.087,-2.258,2.327,-2.258,2.121e-05,0.0001991,pending,pending,pending,pending
PVT_499,2.5,-2.5,tm,wp,wp,-25,25.84,5012000,83.89,6951000,3.083,2.109,-2.298,2.343,-2.298,1.535e-05,0.000185,pending,pending,pending,pending
PVT_500,2.5,-2.5,tm,wp,wp,85,26.29,4237000,82.95,9155000,4.357,2.068,-2.21,2.311,-2.21,2.948e-05,0.0002097,pending,pending,pending,pending
PVT_501,2.75,-2.5,tm,wp,wp,25,24.39,4126000,86.25,7549000,3.422,2.295,-2.287,2.565,-2.287,2.358e-05,0.0002212,pending,pending,pending,pending
PVT_502,2.75,-2.5,tm,wp,wp,-25,24.37,4542000,86.68,6554000,2.866,2.319,-2.322,2.582,-2.322,1.694e-05,0.000204,pending,pending,pending,pending
PVT_503,2.75,-2.5,tm,wp,wp,85,24.5,3773000,85.78,8622000,4.065,2.274,-2.245,2.549,-2.245,3.327e-05,0.0002373,pending,pending,pending,pending
PVT_504,2.25,-2.75,tm,wp,wp,25,28.59,6107000,79.45,8042000,3.678,1.855,-2.464,2.076,-2.464,1.352e-05,0.0001497,pending,pending,pending,pending
PVT_505,2.25,-2.75,tm,wp,wp,-25,28.22,6562000,79.96,6934000,3.086,1.875,-2.51,2.091,-2.512,9.759e-06,0.0001419,pending,pending,pending,pending
PVT_506,2.25,-2.75,tm,wp,wp,85,29.2,5769000,78.89,9251000,4.36,1.838,-2.404,2.06,-2.404,1.89e-05,0.0001531,pending,pending,pending,pending
PVT_507,2.5,-2.75,tm,wp,wp,25,26.06,4996000,83.7,7506000,3.425,2.069,-2.503,2.314,-2.503,1.653e-05,0.0001829,pending,pending,pending,pending
PVT_508,2.5,-2.75,tm,wp,wp,-25,25.9,5440000,83.97,6493000,2.869,2.091,-2.513,2.331,-2.544,1.177e-05,0.0001707,pending,pending,pending,pending
PVT_509,2.5,-2.75,tm,wp,wp,85,26.41,4662000,83.09,8621000,4.068,2.05,-2.453,2.298,-2.453,2.354e-05,0.0001916,pending,pending,pending,pending
PVT_510,2.75,-2.75,tm,wp,wp,25,24.75,4609000,86.12,7119000,3.207,2.276,-2.512,2.552,-2.53,1.793e-05,0.0001983,pending,pending,pending,pending
PVT_511,2.75,-2.75,tm,wp,wp,-25,24.73,5122000,86.42,6170000,2.684,2.301,-2.514,2.569,-2.567,1.264e-05,0.0001831,pending,pending,pending,pending
PVT_512,2.75,-2.75,tm,wp,wp,85,24.87,4229000,85.51,8164000,3.815,2.256,-2.486,2.536,-2.486,2.599e-05,0.0002121,pending,pending,pending,pending
PVT_513,2.25,-2.25,wp,wp,wp,25,29.26,5389000,78.3,9391000,4.329,1.888,-1.964,2.099,-1.964,2.066e-05,0.0001674,1.479,-1.508,0.03016,-0.02958
PVT_514,2.25,-2.25,wp,wp,wp,-25,29.16,6025000,78.01,8202000,3.651,1.907,-2.01,2.114,-2.01,1.51e-05,0.0001536,1.481,-1.507,0.03014,-0.02963
