Corner,cap_scs,mos_scs,res_scs,DC_Gain_dB,BW_3dB,PM,Zin_1MHz,Zout_1MHz,DC_Gain_Abs,DC_Bias_Output,In_Ref_Noise,PSRR_P,PSRR_N,HD2,HD3,Iout_p2p,Gm,Iout_Sin_Max,Iout_Sin_Min,SR_Pos,SR_Neg,VDD,VSS
PV_mid_286,ws,tm,wp,22.37,15280000,34.49,3457000,0.9165,13.14,-0.5714,3.549e-08,6.265e-05,6.679e-05,-45.45,-39.26,0.04745,0.2373,0.01231,-0.03514,5689000,-8498000,2.25,-2.75
PV_mid_287,ws,tm,wp,22.38,19250000,32.43,3460000,0.7029,13.15,-0.1763,3.883e-08,6.27e-05,6.471e-05,-36.22,-40.97,0.048,0.24,0.01932,-0.02868,14500000,-17620000,2.75,-2.75
PV_mid_288,ws,tm,ws,22.27,15890000,36.38,3433000,0.9051,12.98,-0.1572,3.711e-08,6.247e-05,6.625e-05,-38.38,-39.73,0.04704,0.2352,0.01957,-0.02748,10360000,-13460000,2.5,-2.5
PV_mid_289,ws,tm,ws,21.96,14230000,36.61,3437000,1.056,12.53,-0.356,3.575e-08,6.475e-05,6.995e-05,-43.42,-39.68,0.04528,0.2264,0.01535,-0.02994,5524000,-7898000,2.25,-2.5
PV_mid_290,ws,tm,ws,22.12,17980000,35.73,3433000,0.7891,12.76,0.03426,3.881e-08,6.347e-05,6.639e-05,-35.02,-41,0.04671,0.2335,0.02271,-0.02399,14480000,-16700000,2.75,-2.5
PV_mid_291,ws,tm,ws,21.93,14780000,39.09,3405000,1.042,12.49,0.05126,3.72e-08,6.354e-05,6.878e-05,-36.61,-39.7,0.04514,0.2257,0.02258,-0.02256,10020000,-12230000,2.5,-2.25
PV_mid_292,ws,tm,ws,21.44,13130000,40.39,3413000,1.235,11.81,-0.1432,3.612e-08,6.709e-05,7.399e-05,-41.15,-40.24,0.0428,0.214,0.01816,-0.02464,5297000,-7209000,2.25,-2.25
PV_mid_293,ws,tm,ws,21.85,16540000,38.98,3399000,0.8958,12.38,0.2393,3.88e-08,6.409e-05,6.843e-05,-33.86,-40.91,0.04518,0.2259,0.02586,-0.01932,13990000,-15350000,2.75,-2.25
PV_mid_294,ws,tm,ws,22.54,17360000,33.52,3456000,0.7967,13.4,-0.3695,3.707e-08,6.137e-05,6.421e-05,-40.37,-39.7,0.04866,0.2433,0.01632,-0.03235,10490000,-14290000,2.5,-2.75
PV_mid_295,ws,tm,ws,22.37,15280000,34.49,3457000,0.9165,13.14,-0.5714,3.549e-08,6.265e-05,6.679e-05,-45.45,-39.26,0.04745,0.2373,0.01231,-0.03514,5689000,-8498000,2.25,-2.75
PV_mid_296,ws,tm,ws,22.38,19250000,32.43,3460000,0.7029,13.15,-0.1763,3.883e-08,6.27e-05,6.471e-05,-36.22,-40.97,0.048,0.24,0.01932,-0.02868,14500000,-17620000,2.75,-2.75
PV_mid_297,ws,wp,tm,21.82,19720000,34.61,3523000,0.7054,12.33,-0.1321,3.737e-08,6.919e-05,6.94e-05,-38.44,-40.38,0.0447,0.2235,0.01882,-0.02588,9754000,-14200000,2.5,-2.5
PV_mid_298,ws,wp,tm,20.99,17580000,39,3531000,0.8134,11.2,-0.3415,3.725e-08,7.59e-05,7.753e-05,-46.76,-42.53,0.04116,0.2058,0.0135,-0.02766,5552000,-8381000,2.25,-2.5
PV_mid_299,ws,wp,tm,21.93,21570000,35.01,3519000,0.6213,12.49,0.06826,3.85e-08,6.841e-05,6.785e-05,-34.52,-41.05,0.04547,0.2274,0.02265,-0.02282,13780000,-19330000,2.75,-2.5
PV_mid_300,ws,wp,tm,21.38,18260000,38.82,3493000,0.8032,11.72,0.07457,3.763e-08,7.109e-05,7.269e-05,-37,-40.6,0.04259,0.213,0.02174,-0.02085,9911000,-13770000,2.5,-2.25
PV_mid_301,ws,wp,tm,20.37,15870000,42.24,3507000,0.9398,10.44,-0.1304,3.803e-08,7.986e-05,8.316e-05,-44.01,-43.64,0.03849,0.1925,0.01624,-0.02225,5437000,-8159000,2.25,-2.25
PV_mid_302,ws,wp,tm,21.61,20230000,36.89,3483000,0.6987,12.03,0.2717,3.857e-08,6.951e-05,7.027e-05,-33.56,-41.04,0.04379,0.219,0.02571,-0.01808,14240000,-17980000,2.75,-2.25
PV_mid_303,ws,wp,tm,22.18,21050000,32.34,3548000,0.627,12.85,-0.3437,3.718e-08,6.724e-05,6.678e-05,-40.07,-40.15,0.04651,0.2326,0.01566,-0.03085,9427000,-14380000,2.5,-2.75
PV_mid_304,ws,wp,tm,21.53,19050000,35.42,3553000,0.7139,11.93,-0.5558,3.667e-08,7.227e-05,7.31e-05,-50.29,-41.61,0.04354,0.2177,0.01055,-0.03299,5621000,-8463000,2.25,-2.75
PV_mid_305,ws,wp,tm,22.2,22850000,33.06,3548000,0.5582,12.88,-0.1425,3.846e-08,6.708e-05,6.587e-05,-35.53,-40.93,0.04689,0.2345,0.01931,-0.02758,13040000,-20470000,2.75,-2.75
PV_mid_306,ws,wp,wp,21.82,19720000,34.61,3523000,0.7054,12.33,-0.1321,3.737e-08,6.919e-05,6.94e-05,-38.44,-40.38,0.0447,0.2235,0.01882,-0.02588,9754000,-14200000,2.5,-2.5
PV_mid_307,ws,wp,wp,20.99,17580000,39,3531000,0.8134,11.2,-0.3415,3.725e-08,7.59e-05,7.753e-05,-46.76,-42.53,0.04116,0.2058,0.0135,-0.02766,5552000,-8381000,2.25,-2.5
PV_mid_308,ws,wp,wp,21.93,21570000,35.01,3519000,0.6213,12.49,0.06826,3.85e-08,6.841e-05,6.785e-05,-34.52,-41.05,0.04547,0.2274,0.02265,-0.02282,13780000,-19330000,2.75,-2.5
PV_mid_309,ws,wp,wp,21.38,18260000,38.82,3493000,0.8032,11.72,0.07457,3.763e-08,7.109e-05,7.269e-05,-37,-40.6,0.04259,0.213,0.02174,-0.02085,9911000,-13770000,2.5,-2.25
PV_mid_310,ws,wp,wp,20.37,15870000,42.24,3507000,0.9398,10.44,-0.1304,3.803e-08,7.986e-05,8.316e-05,-44.01,-43.64,0.03849,0.1925,0.01624,-0.02225,5437000,-8159000,2.25,-2.25
PV_mid_311,ws,wp,wp,21.61,20230000,36.89,3483000,0.6987,12.03,0.2717,3.857e-08,6.951e-05,7.027e-05,-33.56,-41.04,0.04379,0.219,0.02571,-0.01808,14240000,-17980000,2.75,-2.25
PV_mid_312,ws,wp,wp,22.18,21050000,32.34,3548000,0.627,12.85,-0.3437,3.718e-08,6.724e-05,6.678e-05,-40.07,-40.15,0.04651,0.2326,0.01566,-0.03085,9427000,-14380000,2.5,-2.75
PV_mid_313,ws,wp,wp,21.53,19050000,35.42,3553000,0.7139,11.93,-0.5558,3.667e-08,7.227e-05,7.31e-05,-50.29,-41.61,0.04354,0.2177,0.01055,-0.03299,5621000,-8463000,2.25,-2.75
PV_mid_314,ws,wp,wp,22.2,22850000,33.06,3548000,0.5582,12.88,-0.1425,3.846e-08,6.708e-05,6.587e-05,-35.53,-40.93,0.04689,0.2345,0.01931,-0.02758,13040000,-20470000,2.75,-2.75
PV_mid_315,ws,wp,ws,21.82,19720000,34.61,3523000,0.7054,12.33,-0.1321,3.737e-08,6.919e-05,6.94e-05,-38.44,-40.38,0.0447,0.2235,0.01882,-0.02588,9754000,-14200000,2.5,-2.5
PV_mid_316,ws,wp,ws,20.99,17580000,39,3531000,0.8134,11.2,-0.3415,3.725e-08,7.59e-05,7.753e-05,-46.77,-42.53,0.04116,0.2058,0.0135,-0.02766,5552000,-8381000,2.25,-2.5
PV_mid_317,ws,wp,ws,21.93,21570000,35.01,3519000,0.6213,12.49,0.06826,3.85e-08,6.841e-05,6.785e-05,-34.52,-41.05,0.04547,0.2274,0.02265,-0.02282,13780000,-19330000,2.75,-2.5
PV_mid_318,ws,wp,ws,21.38,18260000,38.82,3493000,0.8032,11.72,0.07457,3.763e-08,7.109e-05,7.269e-05,-37,-40.6,0.04259,0.213,0.02174,-0.02085,9911000,-13770000,2.5,-2.25
PV_mid_319,ws,wp,ws,20.37,15870000,42.24,3507000,0.9398,10.44,-0.1304,3.803e-08,7.986e-05,8.316e-05,-44.01,-43.64,0.03849,0.1925,0.01624,-0.02225,5437000,-8159000,2.25,-2.25
PV_mid_320,ws,wp,ws,21.61,20230000,36.89,3483000,0.6987,12.03,0.2717,3.857e-08,6.951e-05,7.027e-05,-33.56,-41.04,0.04379,0.219,0.02571,-0.01808,14240000,-17980000,2.75,-2.25
PV_mid_321,ws,wp,ws,22.18,21050000,32.34,3548000,0.627,12.85,-0.3437,3.718e-08,6.724e-05,6.678e-05,-40.07,-40.15,0.04651,0.2326,0.01566,-0.03085,9427000,-14380000,2.5,-2.75
PV_mid_322,ws,wp,ws,21.53,19050000,35.42,3553000,0.7139,11.93,-0.5558,3.667e-08,7.227e-05,7.31e-05,-50.29,-41.61,0.04354,0.2177,0.01055,-0.03299,5621000,-8463000,2.25,-2.75
PV_mid_323,ws,wp,ws,22.2,22850000,33.06,3548000,0.5582,12.88,-0.1425,3.846e-08,6.708e-05,6.587e-05,-35.53,-40.93,0.04689,0.2345,0.01931,-0.02758,13040000,-20470000,2.75,-2.75
PV_mid_324,ws,ws,tm,22.63,12930000,36.19,3340000,1.214,13.54,-0.1868,3.713e-08,5.694e-05,6.391e-05,-37.49,-39.3,0.04913,0.2456,0.02015,-0.02898,9488000,-10440000,2.5,-2.5
PV_mid_325,ws,ws,tm,22.65,11290000,37.35,3344000,1.43,13.57,-0.3757,3.505e-08,5.649e-05,6.455e-05,-36.34,-36.26,0.04887,0.2444,0.01695,-0.03192,5011000,-5372000,2.25,-2.5
PV_mid_326,ws,ws,tm,22.34,14320000,38.06,3342000,1.049,13.09,-0.004022,3.917e-08,5.898e-05,6.524e-05,-35.45,-41.12,0.04791,0.2395,0.0227,-0.0252,12810000,-13290000,2.75,-2.5
PV_mid_327,ws,ws,tm,22.32,11910000,39.44,3314000,1.409,13.06,0.02353,3.71e-08,5.747e-05,6.587e-05,-35.51,-39.11,0.04742,0.2371,0.02327,-0.02415,8787000,-9274000,2.5,-2.25
PV_mid_328,ws,ws,tm,22.26,10190000,40.49,3324000,1.687,12.98,-0.1613,3.515e-08,5.771e-05,6.735e-05,-35.05,-36.39,0.04662,0.2331,0.01988,-0.02674,4701000,-4838000,2.25,-2.25
PV_mid_329,ws,ws,tm,22.09,13380000,39.95,3310000,1.2,12.72,0.2028,3.911e-08,5.928e-05,6.697e-05,-34.05,-40.97,0.04651,0.2325,0.02593,-0.02057,11780000,-11870000,2.75,-2.25
PV_mid_330,ws,ws,tm,22.88,13860000,34.71,3361000,1.061,13.93,-0.4002,3.718e-08,5.638e-05,6.231e-05,-39.63,-39.43,0.05057,0.2528,0.01681,-0.03376,10030000,-11620000,2.5,-2.75
PV_mid_331,ws,ws,tm,23.01,12340000,33.97,3362000,1.231,14.14,-0.5924,3.501e-08,5.541e-05,6.235e-05,-37.41,-36.35,0.05081,0.254,0.0138,-0.037,5267000,-5903000,2.25,-2.75
PV_mid_332,ws,ws,tm,22.54,15220000,36.06,3367000,0.9279,13.4,-0.2152,3.923e-08,5.859e-05,6.381e-05,-36.87,-41.13,0.04908,0.2454,0.01925,-0.02983,13620000,-14710000,2.75,-2.75
PV_mid_333,ws,ws,wp,22.63,12930000,36.19,3340000,1.214,13.54,-0.1868,3.713e-08,5.694e-05,6.391e-05,-37.49,-39.3,0.04913,0.2456,0.02015,-0.02898,9488000,-10440000,2.5,-2.5
PV_mid_334,ws,ws,wp,22.65,11290000,37.35,3344000,1.43,13.57,-0.3757,3.505e-08,5.649e-05,6.455e-05,-36.34,-36.26,0.04887,0.2444,0.01695,-0.03192,5011000,-5372000,2.25,-2.5
PV_mid_335,ws,ws,wp,22.34,14320000,38.06,3342000,1.049,13.09,-0.004022,3.917e-08,5.898e-05,6.524e-05,-35.45,-41.12,0.04791,0.2395,0.0227,-0.0252,12810000,-13290000,2.75,-2.5
PV_mid_336,ws,ws,wp,22.32,11910000,39.44,3314000,1.409,13.06,0.02353,3.71e-08,5.747e-05,6.587e-05,-35.51,-39.11,0.04742,0.2371,0.02327,-0.02415,8787000,-9274000,2.5,-2.25
PV_mid_337,ws,ws,wp,22.26,10190000,40.49,3324000,1.687,12.98,-0.1613,3.515e-08,5.771e-05,6.735e-05,-35.05,-36.39,0.04662,0.2331,0.01988,-0.02674,4701000,-4838000,2.25,-2.25
PV_mid_338,ws,ws,wp,22.09,13380000,39.95,3310000,1.2,12.72,0.2028,3.911e-08,5.928e-05,6.697e-05,-34.05,-40.97,0.04651,0.2325,0.02593,-0.02057,11780000,-11870000,2.75,-2.25
PV_mid_339,ws,ws,wp,22.88,13860000,34.71,3361000,1.061,13.93,-0.4002,3.718e-08,5.638e-05,6.231e-05,-39.63,-39.43,0.05057,0.2528,0.01681,-0.03376,10030000,-11620000,2.5,-2.75
PV_mid_340,ws,ws,wp,23.01,12340000,33.97,3362000,1.231,14.14,-0.5924,3.501e-08,5.541e-05,6.235e-05,-37.41,-36.35,0.05081,0.254,0.0138,-0.037,5267000,-5903000,2.25,-2.75
PV_mid_341,ws,ws,wp,22.54,15220000,36.06,3367000,0.9279,13.4,-0.2152,3.923e-08,5.859e-05,6.381e-05,-36.87,-41.13,0.04908,0.2454,0.01925,-0.02983,13620000,-14710000,2.75,-2.75
PV_mid_342,ws,ws,ws,22.63,12930000,36.19,3340000,1.214,13.54,-0.1868,3.713e-08,5.694e-05,6.391e-05,-37.49,-39.3,0.04913,0.2456,0.02015,-0.02898,9488000,-10440000,2.5,-2.5
PV_mid_343,ws,ws,ws,22.65,11290000,37.35,3344000,1.43,13.57,-0.3757,3.505e-08,5.649e-05,6.455e-05,-36.34,-36.26,0.04887,0.2444,0.01695,-0.03192,5011000,-5372000,2.25,-2.5
PV_mid_344,ws,ws,ws,22.34,14320000,38.06,3342000,1.049,13.09,-0.004022,3.917e-08,5.898e-05,6.524e-05,-35.45,-41.12,0.04791,0.2395,0.0227,-0.0252,12810000,-13290000,2.75,-2.5
PV_mid_345,ws,ws,ws,22.32,11910000,39.44,3314000,1.409,13.06,0.02353,3.71e-08,5.747e-05,6.587e-05,-35.51,-39.11,0.04742,0.2371,0.02327,-0.02415,8787000,-9274000,2.5,-2.25
PV_mid_346,ws,ws,ws,22.26,10190000,40.49,3324000,1.687,12.98,-0.1613,3.515e-08,5.771e-05,6.735e-05,-35.05,-36.39,0.04662,0.2331,0.01988,-0.02674,4701000,-4838000,2.25,-2.25
PV_mid_347,ws,ws,ws,22.09,13380000,39.95,3310000,1.2,12.72,0.2028,3.911e-08,5.928e-05,6.697e-05,-34.05,-40.97,0.04651,0.2325,0.02593,-0.02057,11780000,-11870000,2.75,-2.25
PV_mid_348,ws,ws,ws,22.88,13860000,34.71,3361000,1.061,13.93,-0.4002,3.718e-08,5.638e-05,6.231e-05,-39.63,-39.43,0.05057,0.2528,0.01681,-0.03376,10030000,-11620000,2.5,-2.75
PV_mid_349,ws,ws,ws,23.01,12340000,33.97,3362000,1.231,14.14,-0.5924,3.501e-08,5.541e-05,6.235e-05,-37.41,-36.35,0.05081,0.254,0.0138,-0.037,5267000,-5903000,2.25,-2.75
PV_mid_350,ws,ws,ws,22.54,15220000,36.06,3367000,0.9279,13.4,-0.2152,3.923e-08,5.859e-05,6.381e-05,-36.87,-41.13,0.04908,0.2454,0.01925,-0.02983,13620000,-14710000,2.75,-2.75
PV_mid_351,ws,wo,tm,21.11,13800000,43.21,3413000,1.143,11.37,-0.3232,3.868e-08,6.904e-05,7.729e-05,-45.98,-42.12,0.0415,0.2075,0.01414,-0.02736,8748000,-11530000,2.5,-2.5
PV_mid_352,ws,wo,tm,19.56,12160000,49.84,3422000,1.346,9.509,-0.5145,4.018e-08,8.228e-05,9.352e-05,-46.8,-47.89,0.03568,0.1784,0.007781,-0.0279,4604000,-6821000,2.25,-2.5
PV_mid_353,ws,wo,tm,21.69,15270000,41.78,3413000,0.9879,12.14,-0.1388,3.912e-08,6.464e-05,7.162e-05,-40.39,-41.38,0.0443,0.2215,0.01874,-0.02555,12750000,-14700000,2.75,-2.5
PV_mid_354,ws,wo,tm,20.63,12790000,47.55,3389000,1.324,10.75,-0.1105,3.914e-08,7.14e-05,8.138e-05,-43.68,-42.74,0.03943,0.1971,0.01722,-0.02221,8457000,-10690000,2.5,-2.25
PV_mid_355,ws,wo,tm,18.81,10990000,53.41,3403000,1.584,8.724,-0.2982,4.146e-08,8.75e-05,0.0001013,-47.23,-49.96,0.03313,0.1656,0.01071,-0.02242,4407000,-6400000,2.25,-2.25
PV_mid_356,ws,wo,tm,21.37,14290000,44.17,3384000,1.128,11.71,0.07116,3.924e-08,6.573e-05,7.414e-05,-38.73,-41.45,0.04269,0.2134,0.02199,-0.0207,12240000,-13460000,2.75,-2.25
PV_mid_357,ws,wo,tm,21.5,14760000,40.94,3433000,1,11.89,-0.5396,3.835e-08,6.681e-05,7.403e-05,-48.32,-41.59,0.0433,0.2165,0.01084,-0.03246,8868000,-12000000,2.5,-2.75
PV_mid_358,ws,wo,tm,20.19,13180000,46.37,3439000,1.161,10.23,-0.7333,3.92e-08,7.765e-05,8.735e-05,-45.53,-46.17,0.03802,0.1901,0.004698,-0.03332,4743000,-7120000,2.25,-2.75
PV_mid_359,ws,wo,tm,21.94,16430000,39.28,3436000,0.8749,12.51,-0.3542,3.904e-08,6.345e-05,6.958e-05,-42.37,-41.22,0.04565,0.2282,0.01526,-0.03039,12840000,-15470000,2.75,-2.75
PV_mid_360,ws,wo,wp,21.11,13800000,43.21,3413000,1.143,11.37,-0.3232,3.868e-08,6.904e-05,7.729e-05,-45.98,-42.12,0.0415,0.2075,0.01414,-0.02736,8748000,-11530000,2.5,-2.5
PV_mid_361,ws,wo,wp,19.56,12160000,49.84,3422000,1.346,9.509,-0.5145,4.018e-08,8.228e-05,9.352e-05,-46.8,-47.89,0.03568,0.1784,0.007781,-0.0279,4604000,-6821000,2.25,-2.5
PV_mid_362,ws,wo,wp,21.69,15270000,41.78,3413000,0.9879,12.14,-0.1388,3.912e-08,6.464e-05,7.162e-05,-40.39,-41.38,0.0443,0.2215,0.01874,-0.02555,12750000,-14700000,2.75,-2.5
PV_mid_363,ws,wo,wp,20.63,12790000,47.55,3389000,1.324,10.75,-0.1105,3.914e-08,7.14e-05,8.138e-05,-43.68,-42.74,0.03943,0.1971,0.01722,-0.02221,8457000,-10690000,2.5,-2.25
PV_mid_364,ws,wo,wp,18.81,10990000,53.41,3403000,1.584,8.724,-0.2982,4.146e-08,8.75e-05,0.0001013,-47.23,-49.96,0.03313,0.1656,0.01071,-0.02242,4407000,-6400000,2.25,-2.25
PV_mid_365,ws,wo,wp,21.37,14290000,44.17,3384000,1.128,11.71,0.07116,3.924e-08,6.573e-05,7.414e-05,-38.73,-41.45,0.04269,0.2134,0.02199,-0.0207,12240000,-13460000,2.75,-2.25
PV_mid_366,ws,wo,wp,21.5,14760000,40.94,3433000,1,11.89,-0.5396,3.835e-08,6.681e-05,7.403e-05,-48.32,-41.59,0.0433,0.2165,0.01084,-0.03246,8868000,-12000000,2.5,-2.75
PV_mid_367,ws,wo,wp,20.19,13180000,46.37,3439000,1.161,10.23,-0.7333,3.92e-08,7.765e-05,8.735e-05,-45.53,-46.17,0.03802,0.1901,0.004698,-0.03332,4743000,-7120000,2.25,-2.75
PV_mid_368,ws,wo,wp,21.94,16430000,39.28,3436000,0.8749,12.51,-0.3542,3.904e-08,6.345e-05,6.958e-05,-42.37,-41.22,0.04565,0.2282,0.01526,-0.03039,12840000,-15470000,2.75,-2.75
PV_mid_369,ws,wo,ws,21.11,13800000,43.21,3413000,1.143,11.37,-0.3232,3.868e-08,6.904e-05,7.729e-05,-45.98,-42.12,0.0415,0.2075,0.01414,-0.02736,8748000,-11530000,2.5,-2.5
PV_mid_370,ws,wo,ws,19.56,12160000,49.84,3422000,1.346,9.509,-0.5145,4.018e-08,8.228e-05,9.352e-05,-46.8,-47.89,0.03568,0.1784,0.007781,-0.0279,4604000,-6821000,2.25,-2.5
PV_mid_371,ws,wo,ws,21.69,15270000,41.78,3413000,0.9879,12.14,-0.1388,3.912e-08,6.464e-05,7.162e-05,-40.39,-41.38,0.0443,0.2215,0.01874,-0.02555,12750000,-14700000,2.75,-2.5
PV_mid_372,ws,wo,ws,20.63,12790000,47.55,3389000,1.324,10.75,-0.1105,3.914e-08,7.14e-05,8.138e-05,-43.68,-42.74,0.03943,0.1971,0.01722,-0.02221,8457000,-10690000,2.5,-2.25
PV_mid_373,ws,wo,ws,18.81,10990000,53.41,3403000,1.584,8.724,-0.2982,4.146e-08,8.75e-05,0.0001013,-47.23,-49.96,0.03313,0.1656,0.01071,-0.02242,4407000,-6400000,2.25,-2.25
PV_mid_374,ws,wo,ws,21.37,14290000,44.17,3384000,1.128,11.71,0.07116,3.924e-08,6.573e-05,7.414e-05,-38.73,-41.45,0.04269,0.2134,0.02199,-0.0207,12240000,-13460000,2.75,-2.25
PV_mid_375,ws,wo,ws,21.5,14760000,40.94,3433000,1,11.89,-0.5396,3.835e-08,6.681e-05,7.403e-05,-48.32,-41.59,0.0433,0.2165,0.01084,-0.03246,8868000,-12000000,2.5,-2.75
PV_mid_376,ws,wo,ws,20.19,13180000,46.37,3439000,1.161,10.23,-0.7333,3.92e-08,7.765e-05,8.735e-05,-45.53,-46.17,0.03802,0.1901,0.004698,-0.03332,4743000,-7120000,2.25,-2.75
PV_mid_377,ws,wo,ws,21.94,16430000,39.28,3436000,0.8749,12.51,-0.3542,3.904e-08,6.345e-05,6.958e-05,-42.37,-41.22,0.04565,0.2282,0.01526,-0.03039,12840000,-15470000,2.75,-2.75
PV_mid_378,ws,wz,tm,22.62,18190000,31.21,3452000,0.7479,13.52,-0.001408,3.708e-08,6.166e-05,6.198e-05,-33.53,-39.26,0.04912,0.2456,0.02296,-0.02616,11530000,-15150000,2.5,-2.5
PV_mid_379,ws,wz,tm,22.97,16020000,30.91,3458000,0.8616,14.08,-0.2077,3.485e-08,5.928e-05,6.092e-05,-36.67,-37.31,0.05047,0.2523,0.02014,-0.03032,6338000,-8515000,2.25,-2.5
PV_mid_380,ws,wz,tm,22.17,20000000,32.4,3448000,0.6594,12.84,0.1966,3.915e-08,6.51e-05,6.434e-05,-31.79,-41.13,0.04701,0.235,0.02545,-0.02156,15480000,-18420000,2.75,-2.5
PV_mid_381,ws,wz,tm,22.33,16690000,34.57,3419000,0.8523,13.08,0.2023,3.705e-08,6.228e-05,6.405e-05,-32.2,-39.04,0.04731,0.2365,0.02586,-0.02145,11230000,-13830000,2.5,-2.25
PV_mid_382,ws,wz,tm,22.61,14790000,33.54,3431000,0.9967,13.5,0.0009953,3.489e-08,6.03e-05,6.339e-05,-34.66,-37.15,0.04821,0.2411,0.0229,-0.02531,6101000,-7707000,2.25,-2.25
PV_mid_383,ws,wz,tm,21.88,18670000,35.14,3407000,0.742,12.41,0.3963,3.911e-08,6.559e-05,6.633e-05,-30.88,-40.99,0.04546,0.2273,0.02845,-0.01701,15220000,-17240000,2.75,-2.25
PV_mid_384,ws,wz,tm,22.89,19510000,28.13,3478000,0.6643,13.94,-0.2091,3.712e-08,6.095e-05,6.03e-05,-34.86,-39.38,0.05066,0.2533,0.0198,-0.03086,11560000,-16010000,2.5,-2.75
PV_mid_385,ws,wz,tm,23.26,17540000,28.1,3480000,0.7555,14.55,-0.4192,3.485e-08,5.829e-05,5.894e-05,-38.92,-37.45,0.05239,0.262,0.01713,-0.03526,6508000,-9280000,2.25,-2.75
PV_mid_386,ws,wz,tm,22.41,21210000,31.05,3479000,0.5921,13.2,-0.008622,3.92e-08,6.447e-05,6.271e-05,-32.64,-41.16,0.04833,0.2416,0.02219,-0.02614,15280000,-19530000,2.75,-2.75
PV_mid_387,ws,wz,wp,22.62,18190000,31.21,3452000,0.7479,13.52,-0.001408,3.708e-08,6.166e-05,6.198e-05,-33.53,-39.26,0.04912,0.2456,0.02296,-0.02616,11530000,-15150000,2.5,-2.5
PV_mid_388,ws,wz,wp,22.97,16020000,30.91,3458000,0.8616,14.08,-0.2077,3.485e-08,5.928e-05,6.092e-05,-36.67,-37.31,0.05047,0.2523,0.02014,-0.03032,6338000,-8515000,2.25,-2.5
PV_mid_389,ws,wz,wp,22.17,20000000,32.4,3448000,0.6594,12.84,0.1966,3.915e-08,6.51e-05,6.434e-05,-31.79,-41.13,0.04701,0.235,0.02545,-0.02156,15480000,-18420000,2.75,-2.5
PV_mid_390,ws,wz,wp,22.33,16690000,34.57,3419000,0.8523,13.08,0.2023,3.705e-08,6.228e-05,6.405e-05,-32.2,-39.04,0.04731,0.2365,0.02586,-0.02145,11230000,-13830000,2.5,-2.25
PV_mid_391,ws,wz,wp,22.61,14790000,33.54,3431000,0.9967,13.5,0.0009953,3.489e-08,6.03e-05,6.339e-05,-34.66,-37.15,0.04821,0.2411,0.0229,-0.02531,6101000,-7707000,2.25,-2.25
PV_mid_392,ws,wz,wp,21.88,18670000,35.14,3407000,0.742,12.41,0.3963,3.911e-08,6.559e-05,6.633e-05,-30.88,-40.99,0.04546,0.2273,0.02845,-0.01701,15220000,-17240000,2.75,-2.25
PV_mid_393,ws,wz,wp,22.89,19510000,28.13,3478000,0.6643,13.94,-0.2091,3.712e-08,6.095e-05,6.03e-05,-34.86,-39.38,0.05066,0.2533,0.0198,-0.03086,11560000,-16010000,2.5,-2.75
PV_mid_394,ws,wz,wp,23.26,17540000,28.1,3480000,0.7555,14.55,-0.4192,3.485e-08,5.829e-05,5.894e-05,-38.92,-37.45,0.05239,0.262,0.01713,-0.03526,6508000,-9280000,2.25,-2.75
PV_mid_395,ws,wz,wp,22.41,21210000,31.05,3479000,0.5921,13.2,-0.008622,3.92e-08,6.447e-05,6.271e-05,-32.64,-41.16,0.04833,0.2416,0.02219,-0.02614,15280000,-19530000,2.75,-2.75
PV_mid_396,ws,wz,ws,22.62,18190000,31.21,3452000,0.7479,13.52,-0.001408,3.708e-08,6.166e-05,6.198e-05,-33.53,-39.26,0.04912,0.2456,0.02296,-0.02616,11530000,-15150000,2.5,-2.5
PV_mid_397,ws,wz,ws,22.97,16020000,30.91,3458000,0.8616,14.08,-0.2077,3.485e-08,5.928e-05,6.092e-05,-36.67,-37.31,0.05047,0.2523,0.02014,-0.03032,6338000,-8515000,2.25,-2.5
PV_mid_398,ws,wz,ws,22.17,20000000,32.4,3448000,0.6594,12.84,0.1966,3.915e-08,6.51e-05,6.434e-05,-31.79,-41.13,0.04701,0.235,0.02545,-0.02156,15480000,-18420000,2.75,-2.5
PV_mid_399,ws,wz,ws,22.33,16690000,34.57,3419000,0.8523,13.08,0.2023,3.705e-08,6.228e-05,6.405e-05,-32.2,-39.04,0.04731,0.2365,0.02586,-0.02145,11230000,-13830000,2.5,-2.25
PV_mid_400,ws,wz,ws,22.61,14790000,33.54,3431000,0.9967,13.5,0.0009953,3.489e-08,6.03e-05,6.339e-05,-34.66,-37.15,0.04821,0.2411,0.0229,-0.02531,6101000,-7707000,2.25,-2.25
PV_mid_401,ws,wz,ws,21.88,18670000,35.14,3407000,0.742,12.41,0.3963,3.911e-08,6.559e-05,6.633e-05,-30.88,-40.99,0.04546,0.2273,0.02845,-0.01701,15220000,-17240000,2.75,-2.25
PV_mid_402,ws,wz,ws,22.89,19510000,28.13,3478000,0.6643,13.94,-0.2091,3.712e-08,6.095e-05,6.03e-05,-34.86,-39.38,0.05066,0.2533,0.0198,-0.03086,11560000,-16010000,2.5,-2.75
PV_mid_403,ws,wz,ws,23.26,17540000,28.1,3480000,0.7555,14.55,-0.4192,3.485e-08,5.829e-05,5.894e-05,-38.92,-37.45,0.05239,0.262,0.01713,-0.03526,6508000,-9280000,2.25,-2.75
